time,temperature_2m (°C),wind_speed_10m (km/h),precipitation (mm),cloud_cover (%),visibility (m)
2025-03-09T21:00,7,23.8,0,38,56600
2025-03-09T22:00,6.3,24.4,0,24,54600
2025-03-09T23:00,5.2,20.3,0,19,56200
2025-03-10T00:00,4.3,12.6,0,0,55900
2025-03-10T01:00,2.6,6.8,0,0,43900
2025-03-10T02:00,2.1,9.7,0,0,50800
2025-03-10T03:00,1.2,4.2,0,0,48600
2025-03-10T04:00,-0.2,5.8,0,0,47900
2025-03-10T05:00,-1.1,3.2,0,0,48600
2025-03-10T06:00,-1.3,7.6,0,5,42300
2025-03-10T07:00,-1.2,7.7,0,15,38300
2025-03-10T08:00,0.6,7.6,0,98,36400
2025-03-10T09:00,1.4,8.6,0,76,43300
2025-03-10T10:00,1.7,12.1,0,12,45500
2025-03-10T11:00,1.8,15.3,0,0,48700
2025-03-10T12:00,3.7,17.1,0,0,53500
2025-03-10T13:00,7.3,18.5,0,0,52900
2025-03-10T14:00,10.4,26.4,0,0,53200
2025-03-10T15:00,12.3,28.2,0,0,57700
2025-03-10T16:00,13.1,26.7,0,1,58600
2025-03-10T17:00,14.3,22.4,0,0,63100
2025-03-10T18:00,15.2,21.9,0,0,69400
2025-03-10T19:00,15.9,22.7,0,33,74700
2025-03-10T20:00,16.2,19.8,0,0,82300
2025-03-10T21:00,15.7,14.8,0,0,81800
2025-03-10T22:00,14.7,11.9,0,0,84900
2025-03-10T23:00,13.1,8.1,0,0,89200
2025-03-11T00:00,10.5,4,0,0,88500
2025-03-11T01:00,9.6,4.7,0,0,90000
2025-03-11T02:00,5.8,4.3,0,0,65400
2025-03-11T03:00,4.4,4.3,0,0,48200
2025-03-11T04:00,3.4,3.8,0,0,40600
2025-03-11T05:00,1.9,1.6,0,3,21600
2025-03-11T06:00,2.9,1.5,0,0,57600
2025-03-11T07:00,1.7,5.2,0,0,60200
2025-03-11T08:00,0.8,6,0,0,41100
2025-03-11T09:00,0.7,4.7,0,0,27400
2025-03-11T10:00,-0.7,5.2,0,1,18700
2025-03-11T11:00,-1.5,2.9,0,5,19200
2025-03-11T12:00,0.9,8.4,0,2,17500
2025-03-11T13:00,5.2,8.6,0,2,19800
2025-03-11T14:00,10.3,14,0,2,26700
2025-03-11T15:00,14.1,17,0,0,50800
2025-03-11T16:00,16,24.2,0,0,56000
2025-03-11T17:00,17.4,23.8,0,0,69200
2025-03-11T18:00,17.6,27,0,0,69400
2025-03-11T19:00,17.9,27,0,0,72800
2025-03-11T20:00,17.4,26.6,0,0,74100
2025-03-11T21:00,16.3,25.2,0,0,75800
2025-03-11T22:00,15,23.1,0,0,60700
2025-03-11T23:00,12.6,20.2,0,0,56700
2025-03-12T00:00,11.3,19.7,0,0,46300
2025-03-12T01:00,10.5,16.2,0,0,40200
2025-03-12T02:00,10.2,15.6,0,50,33500
2025-03-12T03:00,9.5,14.3,0,0,35800
2025-03-12T04:00,10,17.8,0,48,43500
2025-03-12T05:00,8.7,12.2,0,15,28700
2025-03-12T06:00,8.3,8.5,0,0,38900
2025-03-12T07:00,7.9,15.6,0,16,47800
2025-03-12T08:00,8.7,19,0,0,61900
2025-03-12T09:00,6.6,11.6,0,0,46200
2025-03-12T10:00,5.8,10.8,0,12,44100
2025-03-12T11:00,5.4,14.6,0,38,41900
2025-03-12T12:00,5.1,15.8,0,24,50000
2025-03-12T13:00,5.2,19.1,0,98,60700
2025-03-12T14:00,5.8,20.4,0,5,67000
2025-03-12T15:00,7,15.8,0,0,78500
2025-03-12T16:00,7.8,14,0,0,73900
2025-03-12T17:00,7.9,9,0,0,63500
2025-03-12T18:00,6.6,14.4,0,1,51100
2025-03-12T19:00,5.6,16.9,0,2,42800
2025-03-12T20:00,4.6,16.1,0,5,31500
2025-03-12T21:00,4.1,13.9,0,17,27800
2025-03-12T22:00,3.2,11.7,0,9,28500
2025-03-12T23:00,2.8,10.8,0,51,35600
2025-03-13T00:00,2.9,10.2,0,98,41000
2025-03-13T01:00,3,6.6,0,98,43400
2025-03-13T02:00,3.3,3.9,0,99,56000
2025-03-13T03:00,2.3,7.8,0,99,33500
2025-03-13T04:00,1.1,8.3,0,99,16000
2025-03-13T05:00,0.5,7.8,0,93,17400
2025-03-13T06:00,0.2,3.8,0,15,16600
2025-03-13T07:00,0,3.1,0,81,15200
2025-03-13T08:00,0.4,2,0,20,17100
2025-03-13T09:00,0.2,2.5,0,99,20000
2025-03-13T10:00,-0.1,5.8,0,21,18000
2025-03-13T11:00,-0.3,4.8,0,98,15800
2025-03-13T12:00,1.5,7.2,0,62,19700
2025-03-13T13:00,4.3,16.6,0,30,41600
2025-03-13T14:00,5.2,19.7,0,98,47600
2025-03-13T15:00,5.8,18.4,0,98,44700
2025-03-13T16:00,6.2,17.2,0,98,44000
2025-03-13T17:00,6.1,20.2,0,98,28400
2025-03-13T18:00,6.6,17.2,0,5,41100
2025-03-13T19:00,5.8,20.2,0,51,23700
2025-03-13T20:00,5,20.4,0,47,23000
2025-03-13T21:00,4.6,18,0,8,25400
2025-03-13T22:00,3.6,16.9,0,15,26300
2025-03-13T23:00,2.3,11.2,0,5,25300
2025-03-14T00:00,2.1,8,0,5,24100
2025-03-14T01:00,1.2,7.2,0,6,21100
2025-03-14T02:00,0.9,5.1,0,100,21500
2025-03-14T03:00,2.4,7,0,100,19000
2025-03-14T04:00,1.9,5.2,0,100,19800
2025-03-14T05:00,2.8,6.6,0,100,18900
2025-03-14T06:00,2.5,6.1,0,100,15500
2025-03-14T07:00,2.4,5.8,0,38,16900
2025-03-14T08:00,0.5,7.8,0,100,17600
2025-03-14T09:00,1.1,6.3,0,100,14000
2025-03-14T10:00,1.3,4,0,100,17100
2025-03-14T11:00,1.4,6,0,100,15500
2025-03-14T12:00,2.4,6.6,0,100,200
2025-03-14T13:00,4.1,5.1,0,100,18600
2025-03-14T14:00,5.7,6.6,0,100,20300
2025-03-14T15:00,6.9,7.5,0,100,22200
2025-03-14T16:00,7.8,8,0,28,23500
2025-03-14T17:00,8.3,9.8,0,6,23400
2025-03-14T18:00,8.8,10,0,6,25400
2025-03-14T19:00,9,13,0,8,25800
2025-03-14T20:00,8.9,11.9,0,3,25500
2025-03-14T21:00,7.6,12.8,0,3,21100
2025-03-14T22:00,5.3,11.2,0,3,17800
2025-03-14T23:00,4.2,8.8,0,14,17500
2025-03-15T00:00,3.7,6.9,0,2,17000
2025-03-15T01:00,3.1,8.5,0,7,16500
2025-03-15T02:00,2.6,5.7,0,11,18200
2025-03-15T03:00,2,6.1,0,92,19700
2025-03-15T04:00,1.9,5.4,0,86,19400
2025-03-15T05:00,1.7,5.8,0,47,18500
2025-03-15T06:00,1.3,4.1,0,62,15900
2025-03-15T07:00,1.2,0.7,0,36,16200
2025-03-15T08:00,1.3,6.1,0,43,14400
2025-03-15T09:00,2,2.6,0,4,13500
2025-03-15T10:00,2.6,6.6,0,100,13800
2025-03-15T11:00,3.1,5.8,0,100,12400
2025-03-15T12:00,4.3,4,0,100,100
2025-03-15T13:00,5.7,11.5,0,100,12200
2025-03-15T14:00,6.7,14.2,0,100,12800
2025-03-15T15:00,7.7,13.7,0,100,14200
2025-03-15T16:00,10.9,12.6,0,100,18700
2025-03-15T17:00,13.5,13.4,0,17,27500
2025-03-15T18:00,15.3,14.1,0,6,37100
2025-03-15T19:00,16.3,16.8,0,1,47000
2025-03-15T20:00,16.9,16.3,0,1,41900
2025-03-15T21:00,16,15.3,0,0,40700
2025-03-15T22:00,13.1,16.4,0,2,33200
2025-03-15T23:00,10.8,15.3,0,99,23900
2025-03-16T00:00,9.1,13.8,0,99,19100
2025-03-16T01:00,8.2,12.2,0,33,16400
2025-03-16T02:00,8.2,13.6,0,100,15200
2025-03-16T03:00,8.1,14.8,0,100,13900
2025-03-16T04:00,8.1,9.8,0,100,12900
2025-03-16T05:00,7.9,11.9,0,100,12600
2025-03-16T06:00,8.4,10.9,0,100,200
2025-03-16T07:00,8.7,8.6,0,100,12600
2025-03-16T08:00,8.6,4.3,0,100,100
2025-03-16T09:00,8.7,7.2,0,100,100
2025-03-16T10:00,8.8,3.4,0,100,100
2025-03-16T11:00,8.8,4.8,0,100,100
2025-03-16T12:00,10,7.8,0,100,200
2025-03-16T13:00,11.5,12.1,0,100,200
2025-03-16T14:00,13,14.5,0,100,3200
2025-03-16T15:00,15.3,19.9,0,100,13900
2025-03-16T16:00,16.7,21.6,0,100,15900
2025-03-16T17:00,18.3,22.7,0,100,18400
2025-03-16T18:00,19.6,25.6,0,100,20100
2025-03-16T19:00,20.7,30.6,0,100,25800
2025-03-16T20:00,20.2,31.5,0,99,25700
2025-03-16T21:00,19.5,26.7,0,99,22700
2025-03-16T22:00,17.9,29.2,0,100,19600
2025-03-16T23:00,16.7,28.8,0,100,17700
2025-03-17T00:00,16.6,26.3,0,100,17400
2025-03-17T01:00,16.1,29.2,0,100,17200
2025-03-17T02:00,15.9,31,0,100,15900
2025-03-17T03:00,15.8,28.1,0,100,15700
2025-03-17T04:00,15.4,26.8,0,100,14200
2025-03-17T05:00,15.3,28.8,1,100,15900
2025-03-17T06:00,15.2,18.6,1.4,100,13900
2025-03-17T07:00,15.1,24.4,1.3,100,7100
2025-03-17T08:00,15,21.1,2.8,100,2500
2025-03-17T09:00,14.2,19.1,16.1,100,5600
2025-03-17T10:00,13.8,8,1.2,100,8300
2025-03-17T11:00,13.3,10.1,0.7,100,13100
2025-03-17T12:00,13.2,6.2,1.4,100,12200
2025-03-17T13:00,13,3.8,2.8,100,12200
2025-03-17T14:00,13.1,8.9,0.8,100,11600
2025-03-17T15:00,12.9,14.7,2.9,100,12600
2025-03-17T16:00,13.8,8.7,1,100,12700
2025-03-17T17:00,15.2,6.6,0,100,14700
2025-03-17T18:00,15,7.7,0,100,14400
2025-03-17T19:00,14.6,8.2,0,100,14500
2025-03-17T20:00,15.3,9.8,0,100,14800
2025-03-17T21:00,13.6,11.8,0.8,100,15500
2025-03-17T22:00,9.6,24.2,0.8,100,16200
2025-03-17T23:00,8.2,19.5,0,100,12400
2025-03-18T00:00,7.8,19,0.4,100,17900
2025-03-18T01:00,7,21.9,0,100,17100
2025-03-18T02:00,6.4,12.5,0.2,100,18400
2025-03-18T03:00,6,14.1,0.2,100,19200
2025-03-18T04:00,5.3,15.8,0,100,20200
2025-03-18T05:00,4.9,15.3,0,100,19800
2025-03-18T06:00,4.3,18.8,0,100,19400
2025-03-18T07:00,3.8,20.4,0,100,20000
2025-03-18T08:00,3.4,18.4,0,100,21100
2025-03-18T09:00,3,17.4,0,100,21500
2025-03-18T10:00,2.7,16.1,0,100,21600
2025-03-18T11:00,2.4,17.8,0,100,24600
2025-03-18T12:00,2.9,11.5,0,98,24500
2025-03-18T13:00,3.9,14.8,0,98,27200
2025-03-18T14:00,5.7,17.7,0,98,34300
2025-03-18T15:00,6.9,19.1,0,98,51000
2025-03-18T16:00,8.4,18.1,0,98,53100
2025-03-18T17:00,9.4,15.2,0,98,53000
2025-03-18T18:00,10,15.2,0,98,60300
2025-03-18T19:00,10.8,12.6,0,98,61100
2025-03-18T20:00,10.2,12.9,0,98,63600
2025-03-18T21:00,8.4,11.4,0,98,59800
2025-03-18T22:00,7.2,11.8,0,98,48600
2025-03-18T23:00,5.2,3.1,0,36,30200
2025-03-19T00:00,4.3,1.9,0,98,31200
2025-03-19T01:00,4.1,3.6,0,56,45300
2025-03-19T02:00,3,5.4,0,21,29800
2025-03-19T03:00,2.7,5.6,0,0,31000
2025-03-19T04:00,1.9,4.8,0,0,28000
2025-03-19T05:00,1.3,2.1,0,0,23700
2025-03-19T06:00,0.6,5.2,0,2,20300
2025-03-19T07:00,0,4.3,0,6,15800
2025-03-19T08:00,0.3,4.7,0,74,17100
2025-03-19T09:00,0.2,5.5,0,78,18200
2025-03-19T10:00,0.1,5.7,0,3,17000
2025-03-19T11:00,0.2,2.3,0,1,16200
2025-03-19T12:00,1.6,6.5,0,7,16200
2025-03-19T13:00,4.9,7.9,0,11,19500
2025-03-19T14:00,7.1,7.1,0,19,21900
2025-03-19T15:00,8.4,7.4,0,8,23800
2025-03-19T16:00,8.3,12.9,0,16,17600
2025-03-19T17:00,8.3,12.5,0,55,15700
2025-03-19T18:00,8,13.8,0,19,17100
2025-03-19T19:00,7.2,14.2,0,100,1500
2025-03-19T20:00,6.2,13.9,0,100,200
2025-03-19T21:00,4.7,12.8,0,100,200
2025-03-19T22:00,4.3,9.9,0,100,200
2025-03-19T23:00,3.6,10.5,0,100,200
2025-03-20T00:00,3.3,10.4,0,100,100
2025-03-20T01:00,3.2,11.3,0,100,200
2025-03-20T02:00,3.3,10.5,0,100,100
2025-03-20T03:00,3.2,8.6,0,100,3000
2025-03-20T04:00,3.4,6.4,0,100,3000
2025-03-20T05:00,3.5,3.9,0,100,1300
2025-03-20T06:00,3.2,4.6,0,100,1500
2025-03-20T07:00,3.3,5.4,0,100,1800
2025-03-20T08:00,3.6,4.9,0,100,1500
2025-03-20T09:00,3.5,6.2,0,100,1400
2025-03-20T10:00,3.8,5.4,0,100,1000
2025-03-20T11:00,3.9,5.2,0,100,8300
2025-03-20T12:00,4.2,3.2,0.1,100,12200
2025-03-20T13:00,4.7,8,0,100,500
2025-03-20T14:00,5.2,7,0,100,200
2025-03-20T15:00,5.9,5.8,0,100,200
2025-03-20T16:00,6.8,5.7,0,100,200
2025-03-20T17:00,7.3,9.6,0,100,200
2025-03-20T18:00,8.1,11,0,100,200
2025-03-20T19:00,8.2,11.2,0,100,200
2025-03-20T20:00,8.9,9.4,0,100,12200
2025-03-20T21:00,9.5,10.2,0,100,13200
2025-03-20T22:00,9.9,6.3,0,99,14200
2025-03-20T23:00,10.7,10.8,0,100,14700
2025-03-21T00:00,10,11.5,0,100,13200
2025-03-21T01:00,9.2,8.9,0,100,13500
2025-03-21T02:00,8.7,8.8,0,100,200
2025-03-21T03:00,8.4,6.5,0,100,200
2025-03-21T04:00,7.5,8.5,0,100,200
2025-03-21T05:00,7.1,3.2,0,100,200
2025-03-21T06:00,6.5,10.3,0,100,200
2025-03-21T07:00,6.3,7.3,0,100,200
2025-03-21T08:00,5.8,4.2,0,100,200
2025-03-21T09:00,6.1,4,2.5,100,4800
2025-03-21T10:00,5.9,2.3,0.1,100,200
2025-03-21T11:00,6.3,11.9,0.6,100,6600
2025-03-21T12:00,7,20.7,0.2,100,12900
2025-03-21T13:00,6.1,26.4,0.6,100,4200
2025-03-21T14:00,6.1,22.6,0.2,100,14400
2025-03-21T15:00,6.8,33.8,0,100,21100
2025-03-21T16:00,7.6,31.7,0,100,26000
2025-03-21T17:00,6.1,33.7,0,100,29800
2025-03-21T18:00,5.7,32.6,0,100,32000
2025-03-21T19:00,5.7,32.7,0,100,34900
2025-03-21T20:00,6.1,34.6,0,22,38600
2025-03-21T21:00,6.7,37.7,0,100,47800
2025-03-21T22:00,6.2,32.4,0,0,48700
2025-03-21T23:00,6.1,37.2,0,0,66500
2025-03-22T00:00,5.8,31.1,0,0,74900
2025-03-22T01:00,5.7,25.7,0,0,75200
2025-03-22T02:00,5.1,22,0,0,74700
2025-03-22T03:00,4.6,20.5,0,0,74500
2025-03-22T04:00,4.2,16.6,0,0,69000
2025-03-22T05:00,4.3,17.8,0,0,66500
2025-03-22T06:00,3.9,13.8,0,0,58000
2025-03-22T07:00,3.1,13.3,0,0,55700
2025-03-22T08:00,2.9,13.7,0,0,57900
2025-03-22T09:00,2.3,8.9,0,0,54800
2025-03-22T10:00,2,13.2,0,0,54400
2025-03-22T11:00,2.1,12.8,0,0,60100
2025-03-22T12:00,4.4,13,0,5,61100
2025-03-22T13:00,6.6,17.1,0,97,64200
2025-03-22T14:00,9.4,15.5,0,0,66900
2025-03-22T15:00,12.4,17.7,0,0,76900
2025-03-22T16:00,14.5,21.7,0,1,77100
2025-03-22T17:00,15.6,23.2,0,0,78300
2025-03-22T18:00,16.8,26.2,0,0,79400
2025-03-22T19:00,17.3,27.9,0,14,83600
2025-03-22T20:00,17.3,26.9,0,83,75700
2025-03-22T21:00,15.9,27.2,0,99,69300
2025-03-22T22:00,14.9,23.7,0,31,77100
2025-03-22T23:00,13.5,14.3,0,10,77300
2025-03-23T00:00,12.7,9.9,0,0,71600
2025-03-23T01:00,12,18.1,0,88,57800
2025-03-23T02:00,8.2,25.3,0,99,24400
2025-03-23T03:00,6.8,30.7,0,0,47000
2025-03-23T04:00,4.3,28.5,0,0,49800
2025-03-23T05:00,2.8,30.1,0,0,47000
2025-03-23T06:00,2.3,28.8,0,0,49500
2025-03-23T07:00,1.1,23.4,0,0,43700
2025-03-23T08:00,-0.1,26,0,0,46100
2025-03-23T09:00,-0.9,21,0,0,46500
2025-03-23T10:00,-1.6,24.1,0,9,49300
2025-03-23T11:00,-2.1,22.4,0,3,49400
2025-03-23T12:00,-1.7,26.6,0,3,58600
2025-03-23T13:00,-1,28.5,0,2,58800
2025-03-23T14:00,0.3,28.3,0,100,62300
2025-03-23T15:00,1.6,27,0,1,62900
2025-03-23T16:00,2.7,26.4,0,0,68800
2025-03-23T17:00,3.9,24.5,0,1,69900
2025-03-23T18:00,5.4,24.8,0,0,76200
2025-03-23T19:00,6.2,22.5,0,0,73500
2025-03-23T20:00,6.8,19.4,0,0,77900
2025-03-23T21:00,6.7,18,0,0,84500
2025-03-23T22:00,5.9,16.6,0,0,83800
2025-03-23T23:00,4.3,12.5,0,100,81500
2025-03-24T00:00,2.6,9.9,0,0,78700
2025-03-24T01:00,1.3,4.8,0,15,81300
2025-03-24T02:00,0.4,5.2,0,60,72700
2025-03-24T03:00,0.1,0.7,0,2,70400
2025-03-24T04:00,0.2,5.4,0,20,64900
2025-03-24T05:00,-0.4,5.8,0,14,62100
2025-03-24T06:00,-0.5,1.6,0,99,57900
2025-03-24T07:00,0.3,2.5,0,75,63000
2025-03-24T08:00,0.2,2.7,0,7,58400
2025-03-24T09:00,0.1,7.7,0,97,40800
2025-03-24T10:00,0.3,9,0,89,55300
2025-03-24T11:00,0.5,10,0,100,27400
2025-03-24T12:00,2.2,14.9,0,100,27200
2025-03-24T13:00,3.3,15.2,0,100,22500
2025-03-24T14:00,4.1,15.6,0,100,22900
2025-03-24T15:00,3.1,17.8,0.4,100,19400
2025-03-24T16:00,2.8,9.7,1.7,100,8600
2025-03-24T17:00,3.2,11.4,1.7,100,10700
2025-03-24T18:00,3.8,10.3,1.7,100,5200
2025-03-24T19:00,4.6,10.4,3.1,100,5200
2025-03-24T20:00,4.9,4,2,100,5300
2025-03-24T21:00,4.4,13.5,3.5,100,3300
2025-03-24T22:00,4.5,6.1,1.1,100,10300
2025-03-24T23:00,4.5,12.2,1.3,100,3200
2025-03-25T00:00,4.5,8.3,1.2,100,12500
2025-03-25T01:00,3.8,17,0,100,12200
2025-03-25T02:00,3.2,10.2,0,100,200
2025-03-25T03:00,3,9.8,0,100,200
2025-03-25T04:00,2.9,7.2,0,100,13100
2025-03-25T05:00,2.6,4,0,16,13500
2025-03-25T06:00,2.3,5.9,0,11,12800
2025-03-25T07:00,1.7,4.1,0,100,12200
2025-03-25T08:00,2.5,4.2,0,100,12900
2025-03-25T09:00,2.5,5.5,0,97,12700
2025-03-25T10:00,1.8,4,0,97,12900
2025-03-25T11:00,1.6,0.8,0,96,12300
2025-03-25T12:00,3.1,5.4,0,8,12200
2025-03-25T13:00,5.5,9.4,0,67,12600
2025-03-25T14:00,7.5,11.6,0,16,18300
2025-03-25T15:00,10.1,25.8,0,10,51500
2025-03-25T16:00,9.7,21.3,0,90,49900
2025-03-25T17:00,10.2,21.6,0,35,53400
2025-03-25T18:00,11,18,0,99,54900
2025-03-25T19:00,10.7,18.7,0,99,51900
2025-03-25T20:00,11.9,16.9,0,68,61100
2025-03-25T21:00,11.4,16.9,0,89,53600
2025-03-25T22:00,11.1,13.2,0,0,59200
2025-03-25T23:00,9.3,8.1,0,92,64600
2025-03-26T00:00,7,1.8,0,11,52800
2025-03-26T01:00,7.5,6.1,0,1,63100
2025-03-26T02:00,5.5,3.6,0,51,56000
2025-03-26T03:00,4.7,2.6,0,2,58600
2025-03-26T04:00,3.2,5.8,0,0,50600
2025-03-26T05:00,3,2.6,0,1,57400
2025-03-26T06:00,0.5,5.2,0,0,26400
2025-03-26T07:00,0.2,1.8,0,0,20800
2025-03-26T08:00,-0.2,3.9,0,0,21500
2025-03-26T09:00,0.4,1.8,0,14,24800
2025-03-26T10:00,0.4,1.4,0,82,22300
2025-03-26T11:00,0.1,6,0,8,20800
2025-03-26T12:00,2.9,6.5,0,0,30300
2025-03-26T13:00,6.3,1.8,0,64,62200
2025-03-26T14:00,7.1,10.4,0,0,51600
2025-03-26T15:00,8.9,6.4,0,63,61400
2025-03-26T16:00,9.9,5.4,0,21,64400
2025-03-26T17:00,11.2,1.9,0,50,65000
2025-03-26T18:00,10.9,4.6,0,42,53600
2025-03-26T19:00,10.5,10.3,0,42,54500
2025-03-26T20:00,7.9,17.7,0,99,46700
2025-03-26T21:00,7.7,13.5,0,98,44100
2025-03-26T22:00,6.7,12.2,0,9,26400
2025-03-26T23:00,6.1,7.6,0,99,27700
2025-03-27T00:00,4.5,4.8,0,35,22600
2025-03-27T01:00,4.2,1,0,100,19100
2025-03-27T02:00,4.8,10.9,0,100,40900
2025-03-27T03:00,5.2,17.7,0,20,55300
2025-03-27T04:00,3.9,15,0,98,44300
2025-03-27T05:00,3.5,18.7,0,92,49000
2025-03-27T06:00,2.5,16.9,0,8,46100
2025-03-27T07:00,1,11.9,0,0,33800
2025-03-27T08:00,0.5,11.5,0,0,36000
2025-03-27T09:00,-0.3,12.1,0,0,30700
2025-03-27T10:00,-0.8,11,0,0,32400
2025-03-27T11:00,-1,10.9,0,0,27000
2025-03-27T12:00,0.9,14.8,0,0,29900
2025-03-27T13:00,3,18.1,0,8,38300
2025-03-27T14:00,4.8,19.5,0,30,46900
2025-03-27T15:00,6.1,19.8,0,40,47800
2025-03-27T16:00,7.1,19.4,0,46,53100
2025-03-27T17:00,7.4,20.3,0,81,52500
2025-03-27T18:00,8.2,22.6,0,99,56400
2025-03-27T19:00,9,21,0,57,57300
2025-03-27T20:00,9.7,18.8,0,45,64800
2025-03-27T21:00,10,19.9,0,34,69600
2025-03-27T22:00,9.6,17.4,0,56,74300
2025-03-27T23:00,8.2,11.7,0,25,75400
2025-03-28T00:00,7,12,0,0,70900
2025-03-28T01:00,5.7,12,0,0,71900
2025-03-28T02:00,5.2,13.4,0,0,71600
2025-03-28T03:00,4.4,10.9,0,0,65400
2025-03-28T04:00,2.8,8,0,0,63700
2025-03-28T05:00,1.5,7.9,0,0,64900
2025-03-28T06:00,0.8,8.9,0,6,59800
2025-03-28T07:00,0.5,5.6,0,99,50800
2025-03-28T08:00,1.9,7.7,0,50,60700
2025-03-28T09:00,2.2,9.2,0,7,57800
2025-03-28T10:00,3.3,12.5,0,96,61700
2025-03-28T11:00,4.4,13.6,0,95,63400
2025-03-28T12:00,7,18.8,0,68,60600
2025-03-28T13:00,9.7,25.9,0,91,56700
2025-03-28T14:00,10.6,29.2,0,92,61100
2025-03-28T15:00,11.4,22.1,0,4,59900
2025-03-28T16:00,12.4,20.9,0,95,60600
2025-03-28T17:00,13.5,20.5,0,69,64600
2025-03-28T18:00,14.3,20.4,0,94,81200
2025-03-28T19:00,15.4,22.5,0,6,81600
2025-03-28T20:00,15.6,21.9,0,8,89100
2025-03-28T21:00,15.2,21,0,22,90000
2025-03-28T22:00,14.2,18.9,0,17,87400
2025-03-28T23:00,12.7,10.1,0,40,90000
2025-03-29T00:00,12.3,7.7,0,100,90000
2025-03-29T01:00,12.1,5.8,0,100,90000
2025-03-29T02:00,10.4,5.7,0,100,90000
2025-03-29T03:00,9.4,5.8,0,78,78700
2025-03-29T04:00,8.9,7.4,0,100,67600
2025-03-29T05:00,9.6,1.9,0,100,62900
2025-03-29T06:00,9.2,8.2,0,100,59400
2025-03-29T07:00,9.7,8.2,0,99,57300
2025-03-29T08:00,8.1,5.8,0,99,31200
2025-03-29T09:00,6.1,11.8,0.2,100,19400
2025-03-29T10:00,4.8,21.6,0.3,100,16000
2025-03-29T11:00,4,20,0.4,100,18900
2025-03-29T12:00,4,20.8,0,100,18700
2025-03-29T13:00,3.6,23.7,0,100,17000
2025-03-29T14:00,3.3,22.7,0,100,15300
2025-03-29T15:00,2.7,15,0,100,14000
2025-03-29T16:00,2.6,16.9,0,100,14400
2025-03-29T17:00,2.4,18.2,0,100,14700
2025-03-29T18:00,2.4,18.2,0,100,16000
2025-03-29T19:00,2.3,16.6,0,100,15600
2025-03-29T20:00,1.8,14.1,0,100,2000
2025-03-29T21:00,1.4,13.5,0.2,100,13900
2025-03-29T22:00,1.4,12.2,0,100,14300
2025-03-29T23:00,1.4,9.6,0,100,14700
2025-03-30T00:00,1.5,7.7,0,100,14600
2025-03-30T01:00,1.3,11.6,0,100,13900
2025-03-30T02:00,1.4,7.6,0,100,14000
2025-03-30T03:00,1.6,7.9,0,100,14600
2025-03-30T04:00,1.4,6.4,0,100,14000
2025-03-30T05:00,1.7,6.1,0,100,15600
2025-03-30T06:00,1.7,7.3,0,100,14400
2025-03-30T07:00,1.8,5.7,0,100,14900
2025-03-30T08:00,1.6,6.5,0.4,100,12800
2025-03-30T09:00,1.9,6.9,0.1,100,12500
2025-03-30T10:00,2.1,5.9,0,100,13400
2025-03-30T11:00,2.2,11.3,0.1,100,14200
2025-03-30T12:00,2.5,11.4,0,100,15400
2025-03-30T13:00,2.4,12.6,0.1,100,14200
2025-03-30T14:00,3,14,0,100,14600
2025-03-30T15:00,3.5,16.6,0,100,17300
2025-03-30T16:00,4.3,16,0,100,19900
2025-03-30T17:00,4.9,14,0,100,19400
2025-03-30T18:00,5,13.7,0,100,17900
2025-03-30T19:00,5.2,15.9,0,100,19000
2025-03-30T20:00,5.3,13.4,0,100,17300
2025-03-30T21:00,4.9,10.5,0,100,200
2025-03-30T22:00,4.7,7.5,0,100,16400
2025-03-30T23:00,4.4,9.2,0,100,200
2025-03-31T00:00,4.5,6.6,0,100,200
2025-03-31T01:00,4.6,6.5,0,100,200
2025-03-31T02:00,4.5,5.4,0,100,200
2025-03-31T03:00,4.5,2.5,0,100,100
2025-03-31T04:00,4.5,1.3,0,100,100
2025-03-31T05:00,4.5,2.6,0,100,100
2025-03-31T06:00,4.5,3.4,0,100,200
2025-03-31T07:00,4.6,2.3,0,100,200
2025-03-31T08:00,4.7,4.3,0,100,200
2025-03-31T09:00,4.8,3.7,0,100,200
2025-03-31T10:00,4.9,2.6,0,100,200
2025-03-31T11:00,5,1.9,0,100,100
2025-03-31T12:00,5.6,1.8,0,100,100
2025-03-31T13:00,7.2,1.1,0,100,1800
2025-03-31T14:00,11,7.1,0,100,200
2025-03-31T15:00,15.5,19.9,0,100,200
2025-03-31T16:00,16,25.2,0,100,14400
2025-03-31T17:00,17.3,26.6,0,100,17600
2025-03-31T18:00,16.8,25.4,0,100,16800
2025-03-31T19:00,16.4,21.3,0,100,16800
2025-03-31T20:00,16.5,20.9,0,100,15500
2025-03-31T21:00,16.2,19,0,100,15900
2025-03-31T22:00,16.1,18.7,0,100,16500
2025-03-31T23:00,15.2,12.2,0,100,17200
2025-04-01T00:00,14.2,12.3,0,100,13800
2025-04-01T01:00,14.2,12.7,0,100,14500
2025-04-01T02:00,13.9,14.5,0,100,13900
2025-04-01T03:00,14.2,14.4,0,100,15900
2025-04-01T04:00,13.8,10.9,0,98,14500
2025-04-01T05:00,13.6,4,1.5,100,10900
2025-04-01T06:00,13.6,15.5,2,100,13200
2025-04-01T07:00,13.6,7.6,3.1,100,12300
2025-04-01T08:00,13.2,11.1,0.3,99,12700
2025-04-01T09:00,11.7,18.1,0,100,17000
2025-04-01T10:00,9.9,24.1,0,100,17700
