travel_time_sec,temperature_2m (°C),precipitation (mm),relative_humidity_2m (%),visibility (m),wind_speed_10m (km/h),bias
776,-4.2,0,37,41300,19.9,1
459,-4.2,0,37,41300,19.9,1
472,-3.5,0,35,56700,24.7,1
468,-3.5,0,35,56700,24.7,1
590,-4,0,36,39900,15.7,1
498,-3.7,0,37,38600,15.2,1
1022,-3.7,0,37,38600,15.2,1
705,-3.7,0,37,38600,15.2,1
485,-4.1,0,34,44500,18.4,1
451,-4.1,0,34,44500,18.4,1
457,-2.6,0,36,47400,23.2,1
479,-2.6,0,36,47400,23.2,1
487,-2.6,0,36,47400,23.2,1
460,-3.3,0,38,52700,22,1
456,-3.3,0,38,52700,22,1
520,-2.5,0,35,47400,25,1
560,-2.5,0,35,47400,25,1
429,-3.3,0,38,46300,20.6,1
443,-3.3,0,38,46300,20.6,1
533,-2.4,0,35,47000,25.7,1
448,-2.4,0,35,47000,25.7,1
472,-3.1,0,37,46100,20,1
457,-3.1,0,37,46100,20,1
476,-3.1,0,37,46100,20,1
466,-2,0,35,57200,27.5,1
481,-2,0,35,57200,27.5,1
443,-2,0,35,57200,27.5,1
454,-2.9,0,37,47100,22.2,1
465,-2.9,0,37,47100,22.2,1
498,-2.8,0,36,55400,27.7,1
453,-2.8,0,36,55400,27.7,1
477,-1.2,0,32,61400,26.5,1
953,-1.2,0,32,61400,26.5,1
454,-1.2,0,32,61400,26.5,1
473,-2,0,34,52900,24,1
472,-2,0,34,52900,24,1
447,-2,0,34,52900,24,1
457,-1.7,0,31,50400,23.1,1
474,-1.7,0,31,50400,23.1,1
454,-1.7,0,31,50400,23.1,1
453,-1.7,0,31,50400,23.1,1
522,-1.4,0,31,55000,27.5,1
468,-1.4,0,31,55000,27.5,1
458,-1.4,0,31,55000,27.5,1
472,-2.4,0,35,50400,26.1,1
470,-2.4,0,35,50400,26.1,1
458,-2.4,0,35,50400,26.1,1
515,-1.7,0,32,48400,22,1
442,-1.7,0,32,48400,22,1
440,-1.7,0,32,48400,22,1
439,-2.1,0,33,52800,24.6,1
470,-2.1,0,33,52800,24.6,1
469,-1.4,0,33,60400,29.7,1
490,-1.4,0,33,60400,29.7,1
463,-1.4,0,33,60400,29.7,1
464,-1.5,0,31,52200,26.8,1
500,-1.5,0,31,52200,26.8,1
488,-2.3,0,35,49600,26.2,1
486,-2.3,0,35,49600,26.2,1
484,-2.3,0,35,49500,26.1,1
507,-2.3,0,35,49500,26.1,1
447,-1.6,0,30,50000,25.6,1
451,-1.6,0,30,50000,25.6,1
449,-1.6,0,30,50000,25.6,1
533,-1.6,0,33,56500,25.8,1
704,-1.6,0,33,56500,25.8,1
466,-1.8,0,35,56400,29.7,1
473,-1.8,0,35,56400,29.7,1
449,-1.8,0,35,56400,29.7,1
460,-1.8,0,35,56400,29.7,1
1050,-1.6,0,33,53800,24.9,1
482,-1.6,0,33,53800,24.9,1
469,-1.4,0,30,63500,27.9,1
477,-1.4,0,30,63500,27.9,1
554,-1.6,0,32,52000,23.4,1
601,-1.6,0,32,52000,23.4,1
534,-1.6,0,32,52000,23.4,1
451,-1.6,0,30,53400,24.2,1
495,-1.6,0,30,53400,24.2,1
454,-1.9,0,35,53900,25.7,1
468,-1.9,0,35,53900,25.7,1
475,-1.3,0,32,61400,26.3,1
453,-1.3,0,32,61400,26.3,1
488,-1.8,0,32,53800,21.3,1
487,-1.9,0,32,49000,19.5,1
484,-1.9,0,32,49000,19.5,1
423,-1.7,0,44,32400,19.1,1
445,-1.7,0,44,32400,19.1,1
444,-1.7,0,44,32400,19.1,1
460,-1.9,0,44,34200,21.3,1
430,-1.9,0,44,34200,21.3,1
590,-2.1,0,32,47300,21.6,1
1049,-2.1,0,32,47300,21.6,1
793,-2.5,0,32,52300,19.4,1
729,-2.5,0,32,52300,19.4,1
469,-2.8,0,33,46100,16.9,1
462,-2.2,0,33,59300,20.9,1
491,-2.2,0,33,59300,20.9,1
445,-2.7,0,33,47800,16,1
448,-2.4,0,32,51000,18.7,1
455,-2.5,0,31,46000,15.8,1
425,-2.5,0,31,46000,15.8,1
472,-2.7,0,29,42700,15.1,1
470,-2.2,0,29,66000,21,1
485,-2.8,0,30,48000,15.5,1
442,-3.1,0,31,43600,11.5,1
454,-3.1,0,31,43600,11.5,1
474,-3.2,0,33,42600,14.1,1
472,-3,0,34,58900,13.3,1
510,-3.3,0,35,47500,12.3,1
511,-3.5,0,36,41000,12,1
444,-3.5,0,37,39700,14.4,1
436,-4.6,0,44,41700,9.7,1
492,-4.6,0,44,41700,9.7,1
439,-4.9,0,44,40600,9.4,1
493,-5,0,44,39400,9.5,1
446,-4.9,0,44,45500,9.4,1
428,-4.9,0,44,45500,9.4,1
440,-6.3,0,43,31400,8.8,1
442,-5.4,0,42,32600,9.2,1
449,-5,0,42,48500,8.3,1
477,-5,0,42,48500,8.3,1
438,-5.3,0,42,41000,8.7,1
436,-5.3,0,43,38600,9,1
512,-5.4,0,44,36700,8.3,1
475,-5.4,0,44,36700,8.3,1
446,-5.3,0,45,45000,10.1,1
464,-5.5,0,45,39200,9.7,1
437,-5.6,0,46,37400,8.6,1
445,-5.6,0,46,37400,8.6,1
480,-5.6,0,46,36100,7.6,1
484,-5.5,0,46,43700,8,1
819,-5.6,0,47,38900,9,1
554,-5.6,0,47,38900,9,1
476,-5.7,0,47,37300,8.7,1
485,-5.8,0,48,36000,7.7,1
471,-5.7,0,49,41000,7.6,1
501,-5.7,0,49,41000,7.6,1
467,-5.7,0,50,36800,7.3,1
472,-5.9,0,50,34600,5.9,1
465,-6,0,50,32900,5.6,1
458,-6,0,50,32900,5.6,1
502,-5.9,0,51,38600,6.7,1
513,-5.6,0,52,36200,8,1
467,-5.6,0,53,35300,6.6,1
474,-5.6,0,53,35300,6.6,1
461,-5.7,0,54,34100,5.8,1
539,-6.5,0,54,36200,6,1
450,-6.1,0,53,36200,6.2,1
499,-5.9,0,52,37100,6.5,1
455,-5.9,0,52,37100,6.5,1
446,-5.6,0,50,37500,6.6,1
468,-5.5,0,48,41700,6.2,1
562,-5.4,0,46,36800,7.1,1
477,-5.4,0,46,36800,7.1,1
531,-5.5,0,44,31900,6.1,1
457,-5,0,42,33500,6.6,1
487,-4.3,0,40,50700,8.7,1
479,-4.3,0,40,50700,8.7,1
535,-4.5,0,39,42000,8,1
506,-4.1,0,38,41200,7,1
514,-3.8,0,38,41100,7.1,1
468,-3.8,0,38,41100,7.1,1
521,-3.5,0,37,53200,5.4,1
458,-4.2,0,35,42600,5.1,1
514,-3.7,0,33,41900,3.6,1
444,-3.7,0,33,41900,3.6,1
457,-3.4,0,32,41100,5.6,1
480,-2.8,0,31,61900,4,1
470,-3,0,32,49300,3.5,1
470,-3,0,32,49300,3.5,1
602,-2.7,0,34,47300,4,1
467,-2.6,0,37,46500,2.2,1
476,-2.4,0,38,53200,1.5,1
458,-2.6,0,38,45300,5.4,1
480,-2.6,0,38,45300,5.4,1
496,-2.4,0,37,43500,5.8,1
475,-2.3,0,35,56900,5.2,1
472,-2.3,0,35,56900,5.2,1
465,-2.3,0,35,46300,6.1,1
480,-2.3,0,36,41700,6.5,1
443,-2,0,35,44700,7.6,1
479,-1.9,0,35,44500,7.3,1
490,-1.9,0,35,44500,7.3,1
558,-2.3,0,35,57400,7.5,1
463,-2.3,0,35,48900,6.4,1
522,-2,0,35,50200,7.5,1
452,-2,0,35,50200,7.5,1
463,-2,0,36,49600,8.6,1
462,-2,0,36,55400,8.7,1
449,-2.1,0,37,49100,7.2,1
449,-2,0,38,47400,7.2,1
468,-2,0,38,47400,7.2,1
450,-2.1,0,39,45800,6.5,1
448,-2.2,0,40,50400,5.8,1
494,-2.2,0,40,50400,5.8,1
447,-2.4,0,39,45000,4.8,1
472,-2.5,0,38,40400,4.8,1
472,-2.7,0,37,37700,4,1
423,-2.7,0,37,37700,4,1
523,-2.7,0,38,52700,4.7,1
490,-3.2,0,43,31200,5.8,1
471,-3.7,0,51,13100,6.5,1
469,-3.7,0,51,13100,6.5,1
454,-3.7,0,59,8200,5.2,1
507,-3.6,0,66,11900,7,1
471,-3.9,0.2,72,1500,2.9,1
462,-3.9,0.2,72,1500,2.9,1
476,-4.1,0.1,79,1800,1.8,1
481,-4.3,0.1,84,1600,4,1
441,-4.3,0.1,84,1600,4,1
462,-4.3,0,88,3100,2.2,1
470,-4.5,0.1,90,2000,6.2,1
485,-4.8,0.1,90,2100,4.8,1
519,-4.9,0.1,90,1900,3.1,1
310,-3.1,0.7,92,400,6.3,1
614,-2.1,0,93,900,11.4,1
465,-2.1,0,93,900,11.4,1
486,-2.7,0.6,92,400,10.1,1
442,-2.7,0.6,92,400,10.1,1
647,-2.7,0.7,92,400,11.1,1
455,-2.4,0.5,93,500,11.8,1
450,-2.1,1.1,93,300,11.8,1
436,-1.9,0.7,94,500,12.1,1
457,-1.8,0.6,94,700,12.8,1
428,-1.8,0.6,94,700,12.8,1
460,-1.6,0,94,900,11.2,1
450,-1.7,0.8,94,500,13.7,1
450,-1.6,0.6,93,700,12.7,1
434,-1.6,0.6,93,700,12.7,1
517,-1.4,0.5,92,1000,12.3,1
438,-1.1,0,92,1100,13,1
441,-1,0.6,93,700,13.7,1
494,-1,0.6,93,700,13.7,1
506,-0.8,0.6,94,700,15,1
484,-0.6,0.4,95,1400,14.6,1
498,-0.5,0,96,3100,16,1
653,-0.5,0,96,3100,16,1
443,-0.7,1.2,96,500,18.4,1
479,-0.6,0.5,96,1000,19.1,1
497,-0.5,0.3,96,1600,19.9,1
579,-0.5,0.3,96,1600,19.9,1
459,-0.3,0,95,900,16.1,1
464,-0.4,1,94,600,19.2,1
462,-0.4,0.7,94,1000,20,1
496,-0.4,0.7,94,1000,20,1
479,-0.3,0.5,93,1500,19.8,1
467,0,0,92,1000,18.5,1
573,-0.3,1.4,92,500,20.3,1
482,-0.3,1.4,92,500,20.3,1
453,-0.1,0.5,91,1300,23.6,1
709,0.1,0.1,91,4200,22.1,1
481,0.3,0,91,7600,20.5,1
465,0.3,0,91,7600,20.5,1
467,0.2,1,91,1100,24.8,1
564,0.3,0.6,90,1800,22.4,1
436,0.4,0.9,89,2000,21.3,1
483,0.6,0,89,5200,23.4,1
504,0.6,0,89,5200,23.4,1
480,0.2,0.7,89,1300,26,1
470,0.4,0.5,89,2100,20.2,1
454,0.4,1.5,89,1500,19.6,1
479,0.4,1.5,89,1500,19.6,1
480,0.9,0,89,9200,18.8,1
526,0.4,0.6,89,2100,22.2,1
488,0.6,0.5,89,3200,18.8,1
490,0.6,0.5,89,3200,18.8,1
453,0.6,0.5,89,5000,20.6,1
606,1.1,0,89,9500,18.2,1
472,0.7,0.6,89,2200,17.2,1
502,0.9,0.3,90,4400,22.1,1
639,0.9,0.3,90,4400,22.1,1
484,1.1,0.1,90,10300,21.4,1
498,1.3,0,91,13400,21.9,1
489,0.8,0.4,92,3600,23.6,1
494,0.8,0.4,92,3600,23.6,1
454,1.1,4.4,92,1100,21.7,1
500,1.5,0.8,93,3600,21.1,1
472,1.8,0,93,6600,17.6,1
503,1.1,1.3,92,1300,24.3,1
474,1.1,1.3,92,1300,24.3,1
497,1.3,1.1,90,3600,20.5,1
485,1.3,1.1,90,3600,20.5,1
501,1.5,0.1,92,12200,21.6,1
470,1.5,0,94,5400,21.7,1
437,1.7,1,93,3700,17.8,1
476,1.1,1,93,3600,19.4,1
501,1.8,0.3,90,8300,16.5,1
450,2,0,89,8100,17,1
461,2,0,89,8100,17,1
500,1.3,1.4,92,3100,16.9,1
451,1.3,1.4,92,3100,16.9,1
466,1.7,0.7,89,4800,18.3,1
459,1.7,0.5,89,6200,14.9,1
457,1.3,0.2,90,10000,14.8,1
436,1.3,0.2,90,10000,14.8,1
437,1.4,0,90,3700,9.7,1
475,1.1,0.4,90,6400,7.7,1
458,0.7,0.2,90,9900,3.5,1
477,0.7,0.2,90,9900,3.5,1
470,0.5,0.3,90,8900,9.1,1
458,0.7,0,90,12200,10,1
450,0.5,0,90,12200,8.2,1
458,0.5,0,90,12200,8.2,1
450,0.4,0,89,3200,6.1,1
473,0.3,0,89,12200,10.2,1
462,0.7,0,89,12200,4.3,1
439,0.7,0,89,12200,4.3,1
424,0.6,0.1,89,11000,10.4,1
449,0.5,0.1,90,12200,8.7,1
492,0.3,0,91,400,7.9,1
467,-3.5,0,67,25600,31.3,1
448,-3.5,0,67,25600,31.3,1
432,-4,0,66,26700,29.7,1
444,-3.3,0,65,26400,28.6,1
450,-4.3,0,63,28700,30.2,1
487,-4,0,64,28100,28.7,1
428,-4,0,64,28100,28.7,1
455,-4.7,0,62,29400,30,1
461,-3.7,0,62,28300,29.5,1
450,-3.7,0,62,28300,29.5,1
473,-4,0,62,32600,30.6,1
474,-4.7,0,62,31500,29.8,1
469,-5,0,63,29400,29.8,1
452,-5,0,63,29400,29.8,1
467,-3.9,0,63,27800,24.3,1
463,-3.9,0,63,26600,18.4,1
458,-4.4,0,62,28700,23.3,1
444,-4.4,0,62,28700,23.3,1
466,-4.6,0,61,31400,25.7,1
481,-4.1,0,61,29300,25.7,1
460,-4.1,0,61,29300,25.7,1
488,-4.6,0,61,31600,23.9,1
461,-4.9,0,62,30500,20.6,1
549,-5.2,0,62,29100,16.8,1
509,-4.2,0,62,28000,22.2,1
478,-4.2,0,62,28000,22.2,1
468,-5,0,61,27500,19.1,1
507,-5.3,0,60,27100,17.8,1
609,-5.5,0,59,27900,17.9,1
469,-5.5,0,59,27900,17.9,1
492,-4.4,0,58,31900,24,1
484,-5,0,58,33300,19.6,1
498,-5.3,0,58,32000,17.7,1
483,-5.3,0,58,32000,17.7,1
471,-5.6,0,59,32300,22.5,1
477,-4.8,0,59,31100,33.5,1
517,-4.8,0,59,31900,23.5,1
491,-4.8,0,59,31900,23.5,1
470,-4.7,0,59,31400,26,1
470,-4.7,0,59,31400,26,1
470,-4.5,0,58,33200,30.8,1
451,-4.5,0,58,33200,30.8,1
480,-4.4,0,57,31500,25.3,1
484,-3.9,0,55,34800,29.7,1
489,-3.8,0,54,38700,40.5,1
541,-3.6,0,53,37300,37.4,1
478,-3.9,0,53,36800,37.7,1
451,-3.9,0,53,36800,37.7,1
456,-4.1,0,53,34200,37.5,1
511,-4.1,0,54,34700,35.7,1
491,-3.6,0,54,35900,37.1,1
460,-3.6,0,54,35900,37.1,1
584,-4.1,0,54,31300,38.2,1
448,-4.2,0,53,33500,35.1,1
499,-4.1,0,53,33600,33.2,1
521,-4.1,0,53,33600,33.2,1
458,-3,0,52,38400,34.6,1
483,-4,0,52,38700,36.6,1
509,-4,0,51,35500,35.6,1
455,-4,0,51,35500,35.6,1
490,-3.8,0,51,33000,35.9,1
522,-2.6,0,50,40100,35.4,1
575,-3.7,0,49,37100,36.6,1
463,-3.7,0,49,37100,36.6,1
487,-3.5,0,48,38500,36.1,1
516,-3.3,0,47,38800,36.8,1
465,-2.2,0,46,43800,37.6,1
508,-2.2,0,46,43800,37.6,1
471,-3.1,0,46,41900,36.8,1
471,-3.1,0,45,37800,35.6,1
460,-3.1,0,45,38500,34.6,1
475,-3.1,0,45,38500,34.6,1
461,-2.1,0,45,45100,38,1
471,-2.9,0,45,43700,35.9,1
623,-3.1,0,44,39600,34.9,1
459,-3.1,0,43,41500,34.6,1
481,-3.1,0,43,41500,34.6,1
805,-2.4,0,43,47300,34.2,1
690,-3.1,0,43,44200,31.9,1
627,-3.1,0,43,44200,31.9,1
749,-3.3,0,43,40400,31.6,1
426,-3.7,0,44,40500,32.7,1
447,-3.5,0,44,45500,33.5,1
420,-3.5,0,44,45500,33.5,1
797,-4.2,0,44,44800,32.8,1
955,-4.7,0,43,42200,29.6,1
784,-5.2,0,43,40500,28.5,1
1158,-4.6,0,43,47100,29.4,1
503,-5.4,0,43,43100,25.3,1
456,-5.9,0,44,40400,22.6,1
433,-5.9,0,44,40400,22.6,1
527,-6.4,0,44,38800,23.1,1
453,-5.3,0,45,44300,31.3,1
460,-6.3,0,47,37200,24.2,1
424,-6.1,0,46,37500,24.5,1
440,-6.1,0,46,37500,24.5,1
437,-6.6,0,49,36600,24.4,1
454,-6.6,0,49,36600,24.4,1
442,-6.1,0,49,40200,24.5,1
694,-6.7,0,48,38800,24.5,1
438,-6.9,0,47,40400,25.4,1
525,-6.9,0,45,43500,28.8,1
452,-9.2,0,51,39400,23.5,1
442,-9.2,0,51,39400,23.5,1
432,-9.2,0,51,39400,23.5,1
435,-9.2,0,51,39400,23.5,1
473,-9,0,49,39900,24.3,1
429,-9,0,49,39900,24.3,1
462,-9,0,49,39900,24.3,1
463,-9.2,0,52,37900,22.9,1
474,-9.2,0,52,37900,22.9,1
440,-9.1,0,49,38300,23.8,1
451,-9.1,0,49,38300,23.8,1
435,-9.1,0,49,38300,23.8,1
446,-9.4,0,52,37700,21.9,1
419,-9.4,0,52,37700,21.9,1
438,-9.4,0,52,37700,21.9,1
439,-9.3,0,51,40300,24,1
429,-9.3,0,51,40300,24,1
457,-8.7,0,49,40100,23.8,1
434,-8.7,0,49,40100,23.8,1
439,-9.6,0,53,37000,21.5,1
449,-9.6,0,53,37000,21.5,1
452,-9.6,0,53,37000,21.5,1
438,-9.5,0,50,38800,23.5,1
442,-9.5,0,50,38800,23.5,1
437,-9.5,0,50,38800,23.5,1
447,-8.9,0,49,40000,23.5,1
471,-8.9,0,49,40000,23.5,1
487,-9.1,0,50,38500,21.5,1
454,-9.1,0,50,38500,21.5,1
526,-9.1,0,50,38500,21.5,1
436,-8.7,0,50,38700,24.8,1
477,-8.7,0,50,38700,24.8,1
435,-8.7,0,50,38700,24.8,1
462,-9.3,0,50,38900,23,1
479,-9.3,0,50,38900,23,1
483,-8.9,0,50,40600,25.5,1
471,-8.9,0,50,40600,25.5,1
480,-8.9,0,51,38400,21.8,1
449,-8.9,0,51,38400,21.8,1
453,-8.9,0,51,38400,21.8,1
477,-10.4,0,52,35000,20.3,1
444,-10.4,0,52,35000,20.3,1
459,-9.5,0,53,36400,22,1
444,-10.6,0,53,34300,18.7,1
480,-10.6,0,53,34300,18.7,1
453,-10,0,53,35900,22.9,1
488,-10,0,53,35900,22.9,1
648,-9.9,0,53,36000,22.6,1
660,-9.9,0,53,36000,22.6,1
447,-10.3,0,53,36400,22.8,1
441,-10.3,0,53,36400,22.8,1
455,-10.1,0,54,38800,24.1,1
436,-10.5,0,52,36300,23.5,1
461,-10.5,0,52,36300,23.5,1
706,-9.9,0,54,37600,22.3,1
680,-9.6,0,55,36400,22.1,1
658,-9.6,0,55,36400,22.1,1
442,-9.9,0,52,37200,19.6,1
470,-9.9,0,52,37200,19.6,1
449,-10.4,0,52,34600,19,1
432,-10.4,0,52,34600,19,1
1649,-8.7,0,55,35100,21.5,1
477,-7.4,0,48,40100,32.1,1
552,-7.4,0,48,40100,32.1,1
591,-7.6,0,50,40100,31.8,1
1491,-8.2,0,55,36900,22.1,1
1441,-7.2,0,53,37300,27.7,1
1275,-7.2,0,53,37300,27.7,1
914,-7.6,0,51,40900,32.4,1
476,-5.8,0,42,40500,31.1,1
480,-5.8,0,42,40500,31.1,1
452,-5.8,0,42,40500,31.1,1
478,-5.4,0,42,40700,32.2,1
467,-5.4,0,42,40700,32.2,1
455,-5.4,0,42,40700,32.2,1
543,-4.9,0,41,42200,28.9,1
497,-4.9,0,41,42200,28.9,1
526,-4.9,0,41,42200,28.9,1
494,-6.5,0,46,43800,32.7,1
454,-6.5,0,46,43800,32.7,1
496,-6.5,0,46,43800,32.7,1
461,-4.4,0,42,48000,29.4,1
598,-4.4,0,42,48000,29.4,1
457,-7,0,45,42100,31.9,1
441,-7,0,45,42100,31.9,1
444,-4.9,0,42,44800,31.3,1
473,-4.9,0,42,44800,31.3,1
464,-4.9,0,42,44800,31.3,1
518,-4.9,0,40,41100,29.1,1
453,-4.9,0,40,41100,29.1,1
435,-4.9,0,40,41100,29.1,1
488,-5.7,0,41,41600,32.5,1
504,-5.7,0,41,41600,32.5,1
482,-4.5,0,40,50200,31.6,1
473,-4.5,0,40,50200,31.6,1
475,-4.5,0,40,50200,31.6,1
467,-5,0,42,44800,31.7,1
441,-5,0,42,44800,31.7,1
477,-5.1,0,42,44300,31,1
441,-5.1,0,42,44300,31,1
430,-5.1,0,42,44300,31,1
476,-5.6,0,40,44200,34.2,1
434,-5.6,0,40,44200,34.2,1
452,-5.6,0,40,44200,34.2,1
437,-6.9,0,45,39200,32.2,1
459,-6.9,0,45,39200,32.2,1
458,-6.9,0,45,39200,32.2,1
442,-5.6,0,44,45900,32.3,1
463,-5.6,0,44,45900,32.3,1
511,-5.6,0,44,45900,32.3,1
467,-4.2,0,42,48700,29.3,1
453,-4.2,0,42,48700,29.3,1
496,-4.2,0,42,48700,29.3,1
509,-5.5,0,41,42200,32.6,1
526,-5.5,0,41,42200,32.6,1
440,-6,0,43,41500,32.1,1
485,-6,0,43,41500,32.1,1
466,-4.9,0,42,43400,30.2,1
760,-4.9,0,42,43400,30.2,1
358,-6.2,0,42,44200,25.3,1
418,-6.2,0,42,44200,25.3,1
533,-6.2,0,42,44200,25.3,1
422,-4.3,0,40,50500,30.4,1
457,-4.3,0,40,50500,30.4,1
424,-6.6,0,43,41600,25.5,1
566,-7.1,0,44,40500,24.9,1
440,-7.1,0,44,40500,24.9,1
442,-5,0,40,44700,29.4,1
436,-5,0,40,44700,29.4,1
592,-5.1,0,40,43500,28.6,1
438,-5.1,0,40,43500,28.6,1
460,-5.5,0,40,43800,27.2,1
459,-5.5,0,40,43800,27.2,1
444,-5.6,0,41,48800,28.2,1
456,-5.6,0,41,48800,28.2,1
445,-7.9,0,46,39900,21.3,1
532,-7.9,0,46,39900,21.3,1
451,-8.7,0,51,35700,14.6,1
472,-8.7,0,51,35700,14.6,1
428,-6.7,0,45,44800,22.5,1
437,-6.7,0,45,44800,22.5,1
449,-8.1,0,46,37500,20.4,1
442,-8.1,0,46,37500,20.4,1
482,-7.2,0,45,45000,28.3,1
402,-7.2,0,45,45000,28.3,1
462,-7.4,0,45,41900,21.2,1
475,-7.4,0,45,41900,21.2,1
458,-7.4,0,45,41900,21.2,1
442,-8.3,0,47,37700,19.5,1
432,-8.3,0,47,37700,19.5,1
404,-8.3,0,50,38700,17.3,1
443,-7.8,0,45,39200,21.2,1
446,-7.8,0,45,39200,21.2,1
431,-7.9,0,48,42100,23.9,1
704,-7.9,0,48,42100,23.9,1
451,-8.1,0,45,37200,21.4,1
532,-8.2,0,49,40600,21.4,1
486,-9.3,0,49,40900,26.4,1
435,-9.3,0,49,40900,26.4,1
453,-9.3,0,49,40900,26.4,1
447,-9.5,0,50,40800,26.4,1
457,-9.5,0,50,40800,26.4,1
426,-8.8,0,51,37800,22.1,1
434,-8.8,0,51,37800,22.1,1
1089,-7.7,0,54,40800,28.4,1
461,-7.1,0,45,40500,32.6,1
484,-7.1,0,45,40500,32.6,1
463,-7.1,0,45,40500,32.6,1
472,-10.1,0,55,30900,14.1,1
437,-10.1,0,55,30900,14.1,1
469,-10.1,0,55,30900,14.1,1
412,-10.1,0,55,30900,14.1,1
481,-9.5,0,49,34300,15.7,1
443,-9.5,0,49,34300,15.7,1
429,-9.5,0,49,34300,15.7,1
449,-9.3,0,55,35400,13,1
463,-9.3,0,55,35400,13,1
431,-9.3,0,55,35400,13,1
460,-9.1,0,56,35800,14.8,1
459,-9.1,0,56,35800,14.8,1
424,-9.5,0,51,35200,15.5,1
458,-9.5,0,51,35200,15.5,1
418,-9.5,0,51,35200,15.5,1
490,-9.5,0,56,35100,13,1
504,-9.5,0,56,35100,13,1
451,-9.5,0,56,35100,13,1
415,-10.4,0,52,31700,13,1
446,-10.4,0,52,31700,13,1
460,-8.8,0,52,38000,18.8,1
443,-10.6,0,49,32100,12.7,1
439,-10.6,0,49,32100,12.7,1
459,-10.6,0,49,32100,12.7,1
462,-8.8,0,53,41800,20.9,1
461,-8.8,0,53,41800,20.9,1
483,-8.8,0,53,41800,20.9,1
459,-10,0,57,34100,11.9,1
457,-10,0,57,34100,11.9,1
535,-9.1,0,54,41500,19.4,1
491,-9.1,0,54,41500,19.4,1
716,-9.3,0,54,40300,18.4,1
454,-9.3,0,54,40300,18.4,1
482,-9.3,0,54,40300,18.4,1
538,-9.6,0,47,36300,14.4,1
445,-9.6,0,47,36300,14.4,1
452,-11.2,0,57,33500,12.6,1
490,-11.2,0,57,33500,12.6,1
432,-9.6,0,57,32600,14.6,1
479,-9.6,0,57,32600,14.6,1
449,-11.6,0,57,32400,10.2,1
480,-11.6,0,57,32400,10.2,1
462,-10,0,57,29800,10,1
449,-10,0,57,29800,10,1
444,-11,0,57,33000,12.7,1
440,-11,0,57,33000,12.7,1
443,-10.4,0,57,27900,8.4,1
428,-10.4,0,57,27900,8.4,1
425,-10.9,0,58,31900,11.6,1
492,-10.9,0,58,31900,11.6,1
443,-10.9,0,57,25800,10.5,1
445,-10.9,0,57,25800,10.5,1
461,-10.5,0,60,32000,12.7,1
470,-10.5,0,60,32000,12.7,1
458,-10.5,0,60,32000,12.7,1
454,-10.5,0,57,33300,13.7,1
456,-10.5,0,57,33300,13.7,1
455,-10.8,0,57,33100,12.7,1
438,-10.8,0,57,33100,12.7,1
453,-10,0,61,34300,16,1
422,-10,0,61,34300,16,1
478,-8.6,0,52,35500,18.3,1
516,-8.6,0,52,35500,18.3,1
415,-8.4,0,52,34600,18.3,1
467,-8.4,0,52,34600,18.3,1
456,-9.6,0,61,31000,22.2,1
437,-9.6,0,61,31000,22.2,1
456,-8.2,0,53,34000,17.5,1
459,-8.2,0,53,34000,17.5,1
439,-8.2,0,53,34000,17.5,1
460,-9.6,0,59,29700,21.7,1
443,-9.6,0,59,29700,21.7,1
455,-9.6,0,59,29700,21.7,1
452,-9.5,0,57,28500,21,1
444,-9.5,0,57,28500,21,1
538,-9.3,0,54,32300,21.7,1
448,-9.3,0,54,32300,21.7,1
458,-8.5,0,52,37800,19.8,1
655,-8.5,0,52,37800,19.8,1
479,-6.2,0,46,35100,18.4,1
504,-6.2,0,46,35100,18.4,1
462,-4.5,0,43,34500,17.7,1
517,-4.5,0,43,34500,17.7,1
497,-4.5,0,43,34500,17.7,1
436,-7.5,0,53,37500,20.6,1
490,-7.5,0,53,37500,20.6,1
462,-7.5,0,53,37500,20.6,1
456,-6.1,0,45,33600,18.2,1
462,-6.1,0,45,33600,18.2,1
447,-6.1,0,45,33600,18.2,1
477,-3.3,0,43,47500,18.9,1
540,-3.3,0,43,47500,18.9,1
477,-2.7,0,38,39000,12.7,1
456,-2.7,0,38,39000,12.7,1
453,-2.7,0,38,39000,12.7,1
537,-3.6,0,42,40400,17.3,1
461,-3.6,0,42,40400,17.3,1
454,-3.6,0,42,40400,17.3,1
429,-2.6,0,37,36700,13.4,1
438,-2.6,0,37,36700,13.4,1
448,-7.6,0,52,34000,19.2,1
466,-7.6,0,52,34000,19.2,1
470,-7.6,0,52,34000,19.2,1
474,-5.7,0,45,32700,17.9,1
462,-5.7,0,45,32700,17.9,1
503,-4.6,0,44,45900,17.5,1
458,-4.6,0,44,45900,17.5,1
466,-4.6,0,44,45900,17.5,1
458,-3.4,0,42,39100,17.3,1
463,-3.4,0,42,39100,17.3,1
491,-7.3,0,50,33100,19.1,1
455,-7.3,0,50,33100,19.1,1
441,-3.2,0,41,37800,17.6,1
447,-3.2,0,41,37800,17.6,1
441,-3.2,0,41,37800,17.6,1
435,-7.1,0,48,31900,20.1,1
460,-7.1,0,48,31900,20.1,1
493,-7.1,0,48,31900,20.1,1
473,-4.9,0,44,36200,17.4,1
473,-4.9,0,44,36200,17.4,1
496,-4.9,0,44,36200,17.4,1
467,-2.1,0,40,50700,14.8,1
452,-2.1,0,40,50700,14.8,1
452,-2.1,0,40,50700,14.8,1
439,-5.9,0,47,42900,19.1,1
