travel_time_sec,temperature_2m (°C),precipitation (mm),relative_humidity_2m (%),visibility (m),wind_speed_10m (km/h),bias
497,-2.4,0,41,48200,18.7,1
487,-2.4,0,41,48200,18.7,1
451,-2.4,0,40,49600,15,1
495,-2.4,0,40,49600,15,1
456,-1.6,0,43,46700,15.5,1
433,-1.6,0,43,46700,15.5,1
460,-5.1,0,47,36700,9.3,1
506,-12.3,0,74,18000,7.3,1
449,-12.5,0,78,17400,6.8,1
450,-7.5,0,74,21200,6.2,1
570,-4,0,42,36900,9,1
449,-9.8,0,66,30000,9,1
465,-9.8,0,66,30000,9,1
456,-4.6,0,46,40900,10.4,1
416,-6.3,0,54,32800,9.5,1
440,-6.3,0,54,32800,9.5,1
434,-6.2,0,54,34100,5.9,1
443,-6.2,0,54,34100,5.9,1
460,-6.2,0,62,26000,10.1,1
449,-6.2,0,62,26000,10.1,1
464,-5.3,0,67,23100,7.9,1
441,-5.3,0,67,23100,7.9,1
458,-2.8,0,68,23700,13,1
494,2.3,0,46,39900,19.8,1
464,2.3,0,46,39900,19.8,1
456,4.2,0,41,44100,27.8,1
477,4.2,0,41,44100,27.8,1
675,4.6,0,34,48900,29.8,1
582,4.6,0,34,48900,29.8,1
466,4.2,0,32,55300,28.8,1
454,4.2,0,32,55300,28.8,1
458,3.5,0,34,53500,17.3,1
462,3.5,0,34,53500,17.3,1
462,1.6,0,32,54400,17.9,1
444,1.6,0,32,54400,17.9,1
464,0.7,0,32,58600,18.3,1
439,0.7,0,32,58600,18.3,1
437,-5.7,0,53,15100,10.2,1
449,-6.3,0,53,31500,10.2,1
454,-6.1,0,56,33300,7.3,1
461,-6.4,0,62,24400,9.8,1
460,-5.2,0,68,23300,8.2,1
477,-1.7,0,66,26000,17.1,1
457,1.4,0,44,32800,18.7,1
454,4.4,0,39,48000,27.2,1
454,1.3,0,31,52200,15.6,1
447,0.3,0,32,49400,17.1,1
436,-5.9,0,54,17000,10.2,1
436,-5.9,0,54,17000,10.2,1
443,-5.7,0,53,36100,6.8,1
428,-6.2,0,58,31700,8.4,1
566,-5.7,0,62,27600,5.8,1
441,-5.3,0,70,23300,7.7,1
461,-0.9,0,63,27800,11.7,1
537,2.7,0,44,34000,21.7,1
453,5.4,0,38,51800,31.8,1
450,4.6,0,35,50300,29.7,1
454,5.1,0,31,59000,29.5,1
447,3.3,0,34,51900,17.3,1
449,1.6,0,30,60300,19.7,1
416,0,0,33,47100,15.4,1
428,-6,0,53,35700,8.7,1
432,-6,0,53,35700,8.7,1
444,-6.2,0,60,29800,8.8,1
463,-6.2,0,60,29800,8.8,1
439,-5.9,0,63,26200,9.4,1
592,-5.9,0,63,26200,9.4,1
473,-5.1,0,71,22800,10.5,1
487,-5.1,0,71,22800,10.5,1
431,-0.5,0,59,28700,15.6,1
465,-0.5,0,59,28700,15.6,1
472,3.1,0,44,35800,22.3,1
435,4.5,0,37,47700,28.9,1
478,4.5,0,37,47700,28.9,1
440,4.5,0,36,51100,28.4,1
440,4.4,0,31,55800,25.1,1
459,2.7,0,34,49200,17.3,1
451,2.7,0,34,49200,17.3,1
456,1.1,0,30,52800,20.2,1
461,1.1,0,30,52800,20.2,1
457,-0.4,0,33,46100,12.9,1
468,4.9,0,43,45100,23.4,1
456,4.9,0,43,45100,23.4,1
485,5,0,36,52700,26.5,1
465,5,0,36,52700,26.5,1
462,4.3,0,32,54200,24.4,1
458,4.3,0,32,54200,24.4,1
499,-5.7,0,55,34000,6.8,1
474,-6.2,0,53,34200,9.1,1
452,-6,0,62,28200,5.1,1
466,-6.2,0,64,24500,8.6,1
471,-4.2,0,71,22200,8.1,1
446,0.1,0,54,30300,15,1
492,4.5,0,36,46400,29.3,1
446,2.7,0,34,56300,20.5,1
447,0.9,0,31,49500,19.5,1
427,-6.1,0,55,34000,8.6,1
447,-6.3,0,53,32300,9.9,1
433,-5.9,0,62,28300,10.1,1
437,-6.3,0,66,23400,8.9,1
435,-3.8,0,70,23000,10.1,1
450,-3.8,0,70,23000,10.1,1
437,0.7,0,49,33000,17.4,1
459,4.2,0,42,42800,26.6,1
446,4.5,0,35,45700,28.7,1
432,4.5,0,35,53200,28.1,1
428,4.1,0,33,55600,23.9,1
455,2,0,33,55000,18.9,1
443,0.8,0,31,47100,20.7,1
494,5.3,0,34,53600,31.1,1
460,4.4,0,33,55100,28.8,1
461,4.2,0,34,55300,23.4,1
416,-6.1,0,52,22600,10.8,1
464,-6.1,0,52,22600,10.8,1
430,-2.7,0,43,45800,7.1,1
428,-2.7,0,43,45800,7.1,1
441,-2.7,0,43,45800,7.1,1
456,-3.6,0,43,41400,7.9,1
450,-3.6,0,43,41400,7.9,1
450,-3.6,0,43,41400,7.9,1
657,-4.6,0,54,35900,9.2,1
630,-4.6,0,54,35900,9.2,1
446,-2.9,0,43,43800,8.7,1
445,-2.9,0,43,43800,8.7,1
423,-2.9,0,43,43800,8.7,1
455,-3.8,0,43,39400,7.4,1
453,-3.8,0,43,39400,7.4,1
447,-4.6,0,53,36200,9.9,1
453,-4.6,0,53,36200,9.9,1
443,-4,0,44,44700,6.4,1
457,-4,0,44,44700,6.4,1
608,-4,0,44,44700,6.4,1
446,-3.1,0,44,41000,9.2,1
424,-3.1,0,44,41000,9.2,1
432,-4.2,0,52,36400,10.4,1
434,-4.2,0,52,36400,10.4,1
449,-3.1,0,44,38500,9.7,1
430,-3.1,0,44,38500,9.7,1
454,-3.1,0,44,38500,9.7,1
454,-4.2,0,46,42600,8.3,1
452,-4.2,0,46,42600,8.3,1
432,-4.3,0,51,37600,5.8,1
441,-4.3,0,51,37600,5.8,1
456,-4.3,0,49,37800,8.9,1
467,-4.3,0,49,37800,8.9,1
462,-4.3,0,49,37800,8.9,1
442,-3.1,0,44,44600,6.9,1
523,-3.1,0,44,44600,6.9,1
349,-3.1,0,44,44600,6.9,1
450,-4.5,0,52,33500,9.5,1
762,-4.5,0,52,33500,9.5,1
484,-3.4,0,44,43400,8.4,1
475,-3.4,0,44,43400,8.4,1
736,-4.5,0,54,35000,6.9,1
594,-4.5,0,54,35000,6.9,1
628,-4.5,0,54,35000,6.9,1
450,-5.6,0,43,35700,7.5,1
473,-5.6,0,43,35700,7.5,1
473,-4.5,0,50,37100,8.2,1
450,-4.5,0,50,37100,8.2,1
431,-5.8,0,41,33700,8.1,1
474,-5.8,0,41,33700,8.1,1
437,-4.7,0,50,36200,7.6,1
458,-4.7,0,50,36200,7.6,1
494,-5.2,0,39,50600,7.5,1
441,-5.3,0,39,44200,11.1,1
445,-5.3,0,39,44200,11.1,1
494,-5.3,0,39,44200,11.1,1
448,-4.9,0,49,34700,8.4,1
458,-4.9,0,49,34700,8.4,1
450,-4.9,0,48,40300,4.3,1
447,-4.9,0,48,40300,4.3,1
443,-5.1,0,39,39700,10.5,1
450,-5.1,0,39,39700,10.5,1
447,-5.4,0,46,37000,7.2,1
447,-5.4,0,46,37000,7.2,1
422,-4.7,0,40,38600,10,1
451,-4.7,0,40,38600,10,1
437,-4.7,0,40,38600,10,1
443,-1.1,0,41,42400,18.7,1
444,-1.1,0,41,42400,18.7,1
463,-3.7,0,41,47900,8.2,1
437,-3.7,0,41,47900,8.2,1
488,-0.8,0,41,37200,20.4,1
447,-0.8,0,41,37200,20.4,1
468,-3,0,41,47800,11.7,1
461,-3,0,41,47800,11.7,1
439,-0.5,0,40,41000,21.7,1
520,-0.5,0,40,41000,21.7,1
476,-2.3,0,41,46500,11.5,1
432,-2.3,0,41,46500,11.5,1
539,-2.3,0,41,46500,11.5,1
444,-1.7,0,41,46600,14.4,1
461,-1.7,0,41,46600,14.4,1
461,-1.2,0,41,46300,16.6,1
530,-1.2,0,41,46300,16.6,1
435,-1.2,0,41,46300,16.6,1
449,1.7,0,35,51700,24.9,1
444,1.7,0,35,51700,24.9,1
531,1.7,0,35,51700,24.9,1
508,3.8,0,32,58000,27.8,1
484,3.8,0,32,58000,27.8,1
491,3.8,0,32,58000,27.8,1
467,4.1,0,31,59500,27.2,1
465,4.1,0,31,59500,27.2,1
841,0.6,0,40,47500,22.4,1
812,0.6,0,40,47500,22.4,1
439,0.6,0,40,47500,22.4,1
446,3.3,0,32,57800,26.2,1
456,3.3,0,32,57800,26.2,1
459,3.3,0,32,57800,26.2,1
452,4,0,31,58000,27.7,1
469,4,0,31,58000,27.7,1
524,4,0,31,58000,27.7,1
557,2,0,34,53300,25.5,1
475,2,0,34,53300,25.5,1
443,0.2,0,40,47400,23.2,1
468,0.2,0,40,47400,23.2,1
464,0.2,0,40,47400,23.2,1
479,3,0,33,56200,26.2,1
511,3,0,33,56200,26.2,1
793,3,0,33,56200,26.2,1
474,3.4,0,31,57200,26.5,1
520,3.4,0,31,57200,26.5,1
470,0.5,0,39,46900,23.4,1
443,0.5,0,39,46900,23.4,1
460,3.5,0,31,56100,26.5,1
539,3.5,0,31,56100,26.5,1
472,0.8,0,39,47500,22.9,1
445,0.8,0,39,47500,22.9,1
514,2.3,0,32,55600,26.5,1
443,2.4,0,32,55100,26.7,1
492,2.4,0,32,55100,26.7,1
448,2.4,0,32,55100,26.7,1
587,4.5,0,31,60000,28.5,1
563,4.5,0,31,60000,28.5,1
444,4.5,0,31,60000,28.5,1
453,1.8,0,38,50000,24,1
489,1.8,0,38,50000,24,1
449,1.8,0,38,50000,24,1
474,2.6,0,32,54800,27.5,1
437,2.6,0,32,54800,27.5,1
444,1.6,0,37,50800,24.2,1
497,1.6,0,37,50800,24.2,1
475,4,0,31,59700,27,1
453,4,0,31,59700,27,1
484,3.3,0,31,31600,21.8,1
435,3.3,0,31,31600,21.8,1
488,4.6,0,31,59100,28.6,1
465,2.8,0,31,40100,21.3,1
461,2.8,0,31,40100,21.3,1
489,4,0,31,55900,26.5,1
464,4,0,31,55900,26.5,1
434,4,0,31,55900,26.5,1
449,2.2,0,31,42200,21.3,1
430,2.2,0,31,42200,21.3,1
462,3.9,0,31,55300,26.3,1
445,3.9,0,31,55300,26.3,1
446,3.8,0,31,54900,25,1
436,3.8,0,31,54900,25,1
461,4.1,0,31,59900,24,1
459,4.1,0,31,59900,24,1
457,4.1,0,31,59900,24,1
433,1.1,0,33,54300,20.8,1
456,1.1,0,33,54300,20.8,1
475,1.1,0,33,54300,20.8,1
440,-0.3,0,38,46500,18,1
476,2.4,0,31,58100,23.7,1
502,2.4,0,31,58100,23.7,1
454,0.8,0,35,47100,21.2,1
465,0.8,0,35,47100,21.2,1
428,1.7,0,31,53300,19.3,1
781,1.7,0,31,53300,19.3,1
431,0.8,0,38,45500,21,1
500,0.3,0,39,50200,21.2,1
429,0.3,0,39,50200,21.2,1
439,0.3,0,39,50200,21.2,1
476,-0.2,0,39,45300,17.5,1
433,-0.2,0,39,45300,17.5,1
472,1,0,30,50500,18.9,1
441,1,0,30,50500,18.9,1
455,1,0,30,50500,18.9,1
434,0,0,39,45800,18.9,1
450,1.4,0,31,61300,19.9,1
423,-2.7,0,42,39500,10.7,1
447,-2.7,0,42,39500,10.7,1
475,-2.7,0,42,39500,10.7,1
583,-2.7,0,42,41500,10.4,1
446,-2.7,0,42,41500,10.4,1
459,1.3,0,40,48400,21.7,1
436,1.3,0,40,48400,21.7,1
453,1.3,0,40,48400,21.7,1
490,1.6,0,34,49500,19.5,1
467,1.6,0,34,49500,19.5,1
439,1.6,0,34,49500,19.5,1
466,1.9,0,29,62100,17.6,1
458,1.9,0,29,62100,17.6,1
450,1.2,0,39,46200,20,1
439,1.2,0,39,46200,20,1
504,1.5,0,34,50200,19.1,1
445,1.5,0,34,50200,19.1,1
508,1.5,0,34,50200,19.1,1
456,1.9,0,28,60500,17.3,1
431,1.9,0,28,60500,17.3,1
416,1.1,0,38,43200,18.7,1
430,1.1,0,38,43200,18.7,1
445,1.1,0,38,43200,18.7,1
438,2.2,0,33,58100,18.7,1
450,2.2,0,33,58100,18.7,1
476,2,0,32,59100,19.4,1
451,1.6,0,28,58000,15.3,1
455,1.6,0,28,58000,15.3,1
455,1.6,0,28,58000,15.3,1
473,1.8,0,35,54800,19.3,1
457,1.8,0,35,54800,19.3,1
557,1.8,0,31,60200,18.3,1
507,1.8,0,31,60200,18.3,1
475,1.6,0,34,50700,20.2,1
486,1.6,0,34,50700,20.2,1
468,1.6,0,34,50700,20.2,1
461,1.7,0,30,60300,17.3,1
686,1.7,0,30,60300,17.3,1
487,2,0,29,64200,17.2,1
453,2,0,29,64200,17.2,1
436,2,0,29,64200,17.2,1
495,1.3,0,27,61700,15.9,1
452,1.3,0,27,61700,15.9,1
425,1.5,0,27,61000,16.9,1
453,1.5,0,27,61000,16.9,1
451,1.9,0,28,58300,15.5,1
469,1.9,0,28,58300,15.5,1
611,2.1,0,27,66700,17.9,1
491,2.1,0,27,66700,17.9,1
425,1.7,0,28,55600,16.3,1
412,1.7,0,28,55600,16.3,1
463,2.1,0,27,64200,17.8,1
485,2.1,0,27,64200,17.8,1
462,2.1,0,27,64200,17.8,1
452,1.8,0,28,53400,16.2,1
453,1.8,0,28,53400,16.2,1
460,2.2,0,28,64900,17.5,1
420,2.2,0,28,64900,17.5,1
497,2,0,27,63800,18.7,1
469,2,0,27,63800,18.7,1
451,1.2,0,28,61700,16.1,1
445,1.2,0,28,61700,16.1,1
445,2.1,0,27,63300,19.9,1
410,2.1,0,27,63300,19.9,1
419,3,0,36,42700,34.7,1
447,3,0,36,42700,34.7,1
421,3,0,36,42700,34.7,1
473,2.4,0,28,64600,21.3,1
450,2.4,0,28,64600,21.3,1
468,2.9,0,36,39000,32.7,1
498,2.9,0,36,39000,32.7,1
453,2.1,0,29,51300,23.6,1
446,2.1,0,29,51300,23.6,1
442,2.1,0,29,51300,23.6,1
503,3,0,35,36500,33.2,1
443,3,0,35,36500,33.2,1
456,4.3,0,35,51800,34.7,1
434,4.3,0,35,51800,34.7,1
448,4.3,0,35,51800,34.7,1
448,2.9,0,32,46300,26.6,1
448,2.9,0,32,46300,26.6,1
417,3.3,0,34,47500,31.6,1
481,3.3,0,34,47500,31.6,1
454,3.9,0,35,55000,30,1
436,3.9,0,35,55000,30,1
441,3.3,0,29,59700,38.6,1
470,3.3,0,29,59700,38.6,1
542,3.3,0,29,59700,38.6,1
466,1.5,0,22,64500,35.3,1
511,1.5,0,22,64500,35.3,1
494,1.5,0,22,64500,35.3,1
475,0.1,0,24,70800,26.7,1
439,0.1,0,24,70800,26.7,1
490,0.1,0,24,70800,26.7,1
484,2.9,0,27,63200,38.2,1
433,2.9,0,27,63200,38.2,1
457,2.9,0,27,63200,38.2,1
462,2.3,0,22,73400,36.4,1
508,2.3,0,22,73400,36.4,1
439,3.4,0,34,40300,33.3,1
457,3.4,0,34,40300,33.3,1
453,1.8,0,22,70900,31.7,1
461,1.8,0,22,70900,31.7,1
440,1.8,0,22,70900,31.7,1
424,0,0,23,70500,25.2,1
436,0,0,23,70500,25.2,1
445,0,0,23,70500,25.2,1
549,2.8,0,25,62500,38.2,1
511,2.8,0,25,62500,38.2,1
468,3,0,34,39400,32,1
495,3,0,34,39400,32,1
449,3,0,34,39400,32,1
480,3.4,0,23,71000,44.1,1
462,3.4,0,23,71000,44.1,1
481,3.4,0,23,71000,44.1,1
469,1.6,0,23,70400,31.9,1
453,1.6,0,23,70400,31.9,1
474,3.1,0,32,42800,32,1
482,3.1,0,32,42800,32,1
412,3.1,0,32,42800,32,1
454,1.1,0,24,70800,32.5,1
448,1.1,0,24,70800,32.5,1
475,1.1,0,24,70800,32.5,1
476,2,0,22,69300,40.7,1
582,2,0,22,69300,40.7,1
427,2,0,22,69300,40.7,1
454,1.4,0,24,69000,32.5,1
460,1.4,0,24,69000,32.5,1
452,1.4,0,24,69000,32.5,1
545,1.6,0,22,66100,37.1,1
501,1.6,0,22,66100,37.1,1
475,3.4,0,31,55700,37.5,1
463,3.4,0,31,55700,37.5,1
462,0.4,0,24,69700,27.3,1
454,0.4,0,24,69700,27.3,1
403,-0.9,0,23,69800,16.9,1
462,-0.9,0,23,69800,16.9,1
487,-0.9,0,23,69800,16.9,1
463,-1.2,0,24,68500,15.1,1
440,-1.2,0,24,68500,15.1,1
476,-1.2,0,24,68500,15.1,1
457,-1.9,0,25,67300,12.6,1
437,-1.9,0,25,67300,12.6,1
444,-0.1,0,23,69300,21.1,1
436,-0.1,0,23,69300,21.1,1
666,-0.3,0,23,71100,20.6,1
480,-0.4,0,23,72700,19.4,1
445,-0.4,0,23,72700,19.4,1
459,-5,0,26,66900,8.6,1
450,-5,0,26,66900,8.6,1
502,-5.2,0,29,64100,9.9,1
569,-2.2,0,25,71100,9.4,1
512,-2.2,0,25,71100,9.4,1
408,-5.3,0,26,64000,10.2,1
446,-5.3,0,26,64000,10.2,1
609,-4.6,0,26,69300,10,1
549,-3,0,25,71400,12.4,1
426,-4.9,0,26,62900,10.5,1
445,-4.9,0,26,62900,10.5,1
434,-5.1,0,27,66600,8.9,1
445,-5.1,0,27,66600,8.9,1
459,-3.9,0,26,69400,9.4,1
449,-3.9,0,26,69400,9.4,1
430,-3.9,0,26,69400,9.4,1
432,-4.8,0,26,69800,10.2,1
425,-4.8,0,26,69800,10.2,1
457,-4.6,0,26,67600,8.3,1
437,-4.6,0,26,67600,8.3,1
415,0.6,0,39,43700,20.8,1
449,0.6,0,39,43700,20.8,1
452,0.6,0,39,43700,20.8,1
451,0.6,0,40,42300,20.6,1
485,0.6,0,40,42300,20.6,1
634,0.9,0,36,40500,17.1,1
428,2.1,0,28,63500,14.7,1
502,0.3,0,23,70800,24.7,1
443,0.3,0,23,70800,24.7,1
445,0.1,0,23,68600,21.2,1
467,0.1,0,23,68600,21.2,1
452,-5.3,0,30,62800,8.2,1
580,-5.5,0,70,5400,5.7,1
439,-5.5,0,70,5400,5.7,1
440,-5.5,0,70,5400,5.7,1
470,-5.8,0.1,82,1500,8.1,1
461,-5.8,0.1,82,1500,8.1,1
467,-5.8,0.1,82,1500,8.1,1
476,-4.9,0.3,86,800,9.7,1
622,-4.9,0.3,86,800,9.7,1
435,-5.7,0.2,75,900,2.5,1
445,-5.7,0.2,75,900,2.5,1
808,-5,0.2,85,1100,10.3,1
428,-5.7,0.3,79,800,2.9,1
440,-5.7,0.3,79,800,2.9,1
432,-5.7,0.3,79,800,2.9,1
450,-5.3,0,82,3000,7.9,1
461,-5.3,0,82,3000,7.9,1
433,-5.3,0,82,3000,7.9,1
474,-5.2,0,84,6200,4.3,1
459,-5.2,0,84,6200,4.3,1
493,-5.2,0,84,6200,4.3,1
513,-5.8,0.2,81,1100,5.5,1
439,-5.8,0.2,81,1100,5.5,1
440,-5.8,0.2,81,1100,5.5,1
453,-5.1,0,83,5100,6.1,1
456,-5.1,0,83,5100,6.1,1
440,-4.8,0,83,10000,1.3,1
441,-4.8,0,83,10000,1.3,1
481,-5,0.1,84,3100,7.7,1
482,-5,0.1,84,3100,7.7,1
581,-5.4,0,83,5200,10,1
468,-5.4,0,83,5200,10,1
499,-5.1,0,85,3800,7.5,1
617,-5.1,0,85,3800,7.5,1
482,-5.1,0,85,3800,7.5,1
446,-5.6,0.2,84,900,10.8,1
452,-5.6,0.2,84,900,10.8,1
481,-5.6,0.2,84,900,10.8,1
492,-4.9,0,86,15600,6,1
447,-4.9,0,86,15600,6,1
468,-4.9,0,86,15600,6,1
550,-5.8,0.3,83,900,8.2,1
467,-5.8,0.3,83,900,8.2,1
450,-5.2,0,76,20300,9,1
442,-5.2,0,76,20300,9,1
522,-4.4,0.1,82,3300,6.5,1
470,-4.4,0.1,82,3300,6.5,1
434,-5.6,0,76,20100,8.7,1
452,-5.6,0,76,20100,8.7,1
702,-4.8,0,80,11500,6.2,1
452,-4.8,0,80,11500,6.2,1
487,-5.1,0,76,16800,4,1
474,-5.1,0,76,16800,4,1
553,-5,0,78,14800,7.1,1
512,-5,0,78,14800,7.1,1
544,-5,0,78,14800,7.1,1
444,-5.3,0,78,16600,7.4,1
659,-5.3,0,78,16600,7.4,1
454,-5.3,0,78,16600,7.4,1
480,-3.8,0,77,17700,6.6,1
586,-5.2,0,80,15700,8.9,1
544,-5.2,0,80,15700,8.9,1
457,-4.5,0,76,19600,6.2,1
433,-4.5,0,76,19600,6.2,1
425,-4.5,0,76,19600,6.2,1
446,-4.6,0,83,16400,7.9,1
420,-4.6,0,83,16400,7.9,1
468,-0.5,0,73,23400,12.1,1
525,-0.5,0,73,23400,12.1,1
453,-0.5,0,73,23400,12.1,1
447,-3.8,0,84,16300,3.9,1
458,-3.8,0,84,16300,3.9,1
438,0.8,0,67,27400,16.6,1
465,0.8,0,67,27400,16.6,1
493,-3.2,0,84,17600,7.1,1
640,-3.2,0,84,17600,7.1,1
461,1.7,0,61,30700,19.6,1
642,1.7,0,61,30700,19.6,1
445,-2.4,0,82,20100,7.1,1
448,-2.4,0,82,20100,7.1,1
464,1.2,0,57,33000,14,1
582,1.2,0,57,33000,14,1
517,1.2,0,57,33000,14,1
478,-1.6,0,80,23100,11.7,1
442,-1.6,0,80,23100,11.7,1
447,-1.6,0,80,23100,11.7,1
485,-1.6,0,77,19900,9.7,1
461,-1.6,0,77,19900,9.7,1
469,6.6,0,46,45500,23.5,1
470,6.6,0,46,45500,23.5,1
451,6.6,0,46,45500,23.5,1
454,9.1,0,36,51600,22,1
565,9.1,0,36,51600,22,1
459,9.1,0,36,51600,22,1
440,7.3,0,57,29700,24.7,1
427,7.3,0,57,29700,24.7,1
539,7,0,63,33500,28.8,1
417,7,0,63,33500,28.8,1
461,7,0,63,33500,28.8,1
438,8.9,0,37,47200,25.3,1
452,8.9,0,37,47200,25.3,1
563,8.9,0,37,47200,25.3,1
838,2.3,0,54,35100,17.3,1
650,2.3,0,54,35100,17.3,1
469,7.2,0,45,46000,25.9,1
482,7.2,0,45,46000,25.9,1
472,5.8,0,65,25300,26.8,1
526,5.8,0,65,25300,26.8,1
445,5.8,0,65,25300,26.8,1
450,3.4,0,52,36700,20.3,1
485,3.4,0,52,36700,20.3,1
576,3.4,0,52,36700,20.3,1
492,7.1,0,43,43900,14.7,1
474,7.1,0,43,43900,14.7,1
530,7.1,0,43,43900,14.7,1
467,8,0,39,42500,39.4,1
445,8,0,39,42500,39.4,1
464,7.3,0,42,36800,37.2,1
461,7.3,0,42,36800,37.2,1
431,7.3,0,42,36800,37.2,1
491,4,0,51,37500,21,1
478,4,0,51,37500,21,1
433,4,0,51,37500,21,1
516,7.1,0,41,46800,19.1,1
482,7.1,0,41,46800,19.1,1
446,7.9,0,39,47900,20.1,1
504,7.9,0,39,47900,20.1,1
483,7.9,0,39,47900,20.1,1
464,8,0,46,40300,30.8,1
421,8,0,46,40300,30.8,1
479,8,0,46,40300,30.8,1
481,4,0,49,39400,13.6,1
496,4,0,49,39400,13.6,1
487,4.6,0,47,42700,17.3,1
444,4.6,0,47,42700,17.3,1
440,4.6,0,47,42700,17.3,1
491,8.6,0,37,49000,23.8,1
453,8.6,0,37,49000,23.8,1
490,6.7,0,51,30400,22.9,1
451,6.7,0,51,30400,22.9,1
454,4.8,0,51,34400,33.1,1
453,4.8,0,51,34400,33.1,1
436,4.8,0,51,34400,33.1,1
478,5.8,0,63,31400,25.4,1
434,5.8,0,63,31400,25.4,1
448,4.1,0,53,35400,32.4,1
450,4.1,0,53,35400,32.4,1
490,6,0,57,33300,25.7,1
429,6,0,57,33300,25.7,1
449,5.9,0,52,33800,26.1,1
460,5.9,0,52,33800,26.1,1
465,5.9,0,52,33800,26.1,1
448,6.1,0,48,36000,27.9,1
478,5.3,0,48,32700,30.2,1
440,5.3,0,48,32700,30.2,1
449,2.4,0,32,49800,31.7,1
436,2.4,0,32,49800,31.7,1
462,0.5,0,32,52800,23.4,1
458,3.7,0,53,34100,31.7,1
423,3.7,0,53,34100,31.7,1
420,2.1,0,34,50400,30.1,1
442,2.1,0,34,50400,30.1,1
427,3.1,0,49,30500,22,1
440,3.1,0,49,30500,22,1
428,1.5,0,35,55800,33.2,1
506,0.7,0,36,55000,34,1
445,3.1,0,43,38900,24.6,1
457,3.1,0,43,38900,24.6,1
420,0.7,0,35,52800,25.9,1
446,0.7,0,34,54700,28,1
473,2.8,0,37,47100,27.5,1
450,3.2,0,33,54600,38.8,1
480,3.2,0,33,54600,38.8,1
504,-5.6,0.1,52,2800,6.4,1
477,-5.6,0.1,52,2800,6.4,1
440,-5.6,0.1,52,2800,6.4,1
458,-6,0.1,62,2500,7.1,1
477,-6,0.1,62,2500,7.1,1
456,-5,0,40,48000,20.3,1
440,-5,0,40,48000,20.3,1
455,-5,0,40,48000,20.3,1
491,-7.1,0,46,40500,10.5,1
436,-7.1,0,46,40500,10.5,1
466,-7.1,0,46,40500,10.5,1
472,-8.2,0,51,38000,11.9,1
450,-8.2,0,51,38000,11.9,1
451,-5.4,0,41,42500,18.1,1
423,-5.4,0,41,42500,18.1,1
425,-5.4,0,41,42500,18.1,1
430,-8.1,0,48,43500,12.8,1
516,-8.1,0,48,43500,12.8,1
460,-8.1,0,48,43500,12.8,1
458,-7.4,0,46,41800,11.1,1
456,-7.4,0,46,41800,11.1,1
418,-5.8,0,43,41200,16.1,1
448,-5.8,0,43,41200,16.1,1
443,-7.7,0,47,40300,9.2,1
509,-7.7,0,47,40300,9.2,1
501,-8.1,0,45,45000,11.6,1
444,-8.1,0,45,45000,11.6,1
439,-6.1,0,45,42800,14.3,1
512,-6.2,0,46,42100,13.2,1
599,-6.2,0,46,42100,13.2,1
539,-8.1,0,50,38800,8.4,1
467,-8.1,0,50,38800,8.4,1
554,-6.6,0,46,41900,12.8,1
551,-6.6,0,46,41900,12.8,1
522,-6.6,0,46,41900,12.8,1
531,-8.5,0,51,38200,8.3,1
478,-8.5,0,52,35700,13.1,1
454,-8.5,0,52,35700,13.1,1
454,-8.5,0,52,35700,13.1,1
507,-6.8,0,46,41500,12,1
463,-6.8,0,46,41500,12,1
476,-9,0,50,36800,10.5,1
487,-9,0,50,36800,10.5,1
510,-9.1,0,51,39400,9.5,1
475,-9.1,0,51,39400,9.5,1
496,-8,0,44,42700,13,1
486,-8,0,44,42700,13,1
442,-8,0,44,42700,13,1
455,-9.2,0,51,37000,10.2,1
430,-9.2,0,51,37000,10.2,1
450,-8.3,0,45,41700,9.9,1
477,-8.3,0,45,41700,9.9,1
452,-9.6,0,51,36100,8,1
460,-9.6,0,51,36100,8,1
472,-9.6,0,51,36100,8,1
463,-8.7,0,47,40100,9,1
582,-8.6,0,48,39400,11.9,1
427,-8.6,0,48,39400,11.9,1
436,-9.5,0,51,35900,6.4,1
450,-9.5,0,51,35900,6.4,1
444,-8.7,0,49,36900,10.8,1
451,-8.7,0,49,36900,10.8,1
542,-9,0,50,36000,6,1
435,-9,0,50,36000,6,1
435,-5.4,0,44,41600,14.4,1
450,-5.4,0,44,41600,14.4,1
458,-5.4,0,44,41600,14.4,1
467,-8,0,50,36900,6,1
469,-8,0,50,36900,6,1
467,-7.1,0,50,37300,8.7,1
438,-7.1,0,50,37300,8.7,1
511,-5.2,0,42,43700,16.6,1
448,-5.2,0,42,43700,16.6,1
465,-6.6,0,49,37900,9,1
566,-6.6,0,49,37900,9,1
452,-4.8,0,40,45700,20.7,1
443,-4.8,0,40,45700,20.7,1
464,-4.8,0,40,45700,20.7,1
447,-6.1,0,49,39500,10.6,1
469,-6.1,0,49,39500,10.6,1
470,-5.8,0,48,37900,12.7,1
467,-5.8,0,48,37900,12.7,1
445,-5.8,0,48,37900,12.7,1
449,-5.7,0,46,38700,11.2,1
428,-5.7,0,46,38700,11.2,1
502,-3.6,0,33,59900,22.7,1
527,-3.6,0,33,59900,22.7,1
474,-2.5,0,30,59700,23.8,1
475,-2.5,0,30,59700,23.8,1
470,-2.5,0,28,67500,22.3,1
484,-2.5,0,28,67500,22.3,1
467,-2.5,0,28,67500,22.3,1
519,-3.5,0,32,61900,23.1,1
